"idcommande","noLigne","quantite","idProduit"
"4649","3","3","0"
"4650","2","4","0"
"4651","1","2","1"
"4652","2","1","0"
"4653","3","2","0"
"4654","3","4","2823"
"4655","3","2","0"
"4656","1","1","0"
"4657","2","4","0"
"4658","3","3","29"
"4659","2","2","29"
"4660","1","4","602062"
"4661","3","1","395813"
"4662","1","4","0"
"4663","1","3","886"
"4664","1","3","50"
"4665","1","1","198897"
"4666","3","3","83"
"4667","2","2","6479"
"4668","1","2","0"
"4669","2","1","0"
"4670","3","1","4"
"4671","1","1","9448"
"4672","2","1","78"
"4673","1","3","5101762"
"4674","3","2","5"
"4675","2","1","2"
"4676","1","4","0"
"4677","2","3","0"
"4678","2","3","6"
"4679","1","3","0"
"4680","3","2","82"
"4681","2","1","0"
"4682","2","1","6"
"4683","1","3","0"
"4684","3","1","9064992"
"4685","2","1","2741126"
"4686","1","4","0"
"4687","3","2","62771"
"4688","2","4","5330"
"4689","1","1","6308"
"4690","2","1","0"
"4691","1","3","44"
"4692","3","1","7"
"4693","1","2","2"
"4694","1","4","2147483647"
"4695","2","1","68"
"4696","3","4","12"
"4697","1","1","0"
"4698","2","3","0"
"4699","3","2","0"
"4700","2","3","2147483647"
"4701","3","1","96"
"4702","2","1","5"
"4703","1","4","12"
"4704","2","4","2147483647"
"4705","3","1","2"
"4706","1","3","850"
"4707","3","2","0"
"4708","1","1","0"
"4709","2","3","5578"
"4710","3","3","0"
"4711","1","3","0"
"4712","3","3","50"
"4713","2","1","0"
"4714","1","4","0"
"4715","3","1","2147483647"
"4716","2","1","2147483647"
"4717","1","4","6"
"4718","3","3","0"
"4719","1","2","889"
"4720","2","1","2"
"4721","3","3","913865"
"4722","3","4","0"
"4723","1","3","2"
"4724","3","3","0"
"4725","2","2","0"
"4726","3","3","9683"
"4727","1","3","7833"
"4728","2","1","7244"
"4729","2","3","0"
"4730","3","4","5"
"4731","1","4","262"
"4732","2","4","60"
"4733","3","4","600000"
"4734","3","2","66"
"4735","2","4","8"
"4736","3","3","9"
"4737","1","4","670"
"4738","2","2","0"
"4739","2","3","642"
"4740","3","2","16"
"4741","2","4","7"
"4742","3","2","9683"
"4743","3","1","6"
"4744","1","4","1357"
"4745","2","2","0"
"4746","1","1","0"
"4747","2","3","65"
"4748","3","4","0"
"4749","2","2","0"
"4750","1","2","7"
"4751","2","2","21"
"4752","3","1","5"
"4753","2","3","0"
"4754","1","4","3"
"4755","3","1","2147483647"
"4756","2","4","69"
"4757","3","4","6"
"4758","1","2","0"
"4759","3","2","0"
"4760","2","1","0"
"4761","1","3","7"
"4762","3","2","1833"
"4763","2","2","9"
"4764","1","2","11216"
"4765","1","1","0"
"4766","2","4","18"
"4767","1","1","9"
"4768","3","4","0"
"4769","2","2","0"
"4770","1","2","4"
"4771","3","3","0"
"4772","2","2","861836"
"4773","1","4","700000000"
"4774","1","1","5678"
"4775","3","1","848632"
"4776","1","2","0"
"4777","1","4","0"
"4778","3","2","2"
"4779","2","4","0"
"4780","2","4","2147483647"
"4781","3","4","315"
"4782","2","3","0"
"4783","1","2","0"
"4784","3","1","8"
"4785","3","2","0"
"4786","2","3","29"
"4787","1","4","0"
"4788","2","3","4"
"4789","3","2","0"
"4790","2","4","0"
"4791","2","1","0"
"4792","1","1","0"
"4793","2","2","8"
"4794","3","4","8"
"4795","1","1","0"
"4796","1","4","276"
"4797","3","3","0"
"4798","2","3","45208"
"4799","3","3","0"
"4800","1","2","0"
"4801","2","1","848632"
"4802","3","1","0"
"4803","1","4","610"
"4804","2","1","3809"
"4805","3","1","1"
"4806","1","2","0"
"4807","1","2","0"
"4808","2","2","234"
"4809","3","1","0"
"4810","1","3","81"
"4811","2","3","9064992"
"4812","3","3","0"
"4813","2","3","0"
"4814","3","4","0"
"4815","3","1","83733"
"4816","2","2","0"
"4817","1","1","14211"
"4818","2","3","185"
"4819","2","1","6"
"4820","1","4","66"
"4821","3","2","45"
"4822","2","1","75"
"4823","1","4","0"
"4824","1","3","128"
"4825","1","4","0"
"4826","3","1","0"
"4827","2","4","0"
"4828","2","1","0"
"4829","3","3","4"
"4830","1","4","45208"
"4831","3","4","522"
"4832","1","3","16"
"4833","2","3","45"
"4834","1","4","0"
"4835","3","2","87"
"4836","1","3","2147483647"
"4837","2","3","482"
"4838","3","1","0"
"4839","2","2","0"
"4840","2","1","32"
"4841","1","4","7"
"4842","3","4","276"
"4843","3","4","366"
"4844","1","3","2147483647"
"4845","2","4","37"
"4846","1","2","0"
"4847","1","1","43"
"4848","2","1","30"
"4849","2","3","0"
"4850","1","3","76"
"4851","2","1","47"
"4852","1","2","57"
"4853","3","1","0"
"4854","2","4","7"
"4855","2","3","0"
"4856","3","4","0"
"4857","2","1","41172"
"4858","3","1","4"
"4859","1","4","0"
"4860","3","4","0"
"4861","2","2","25"
"4862","3","2","0"
"4863","1","3","9"
"4864","2","3","8"
"4865","1","4","0"
"4866","3","3","3"
"4867","2","4","0"
"4868","1","3","2"
"4869","2","3","48718000"
"4870","3","1","128"
"4871","3","4","3"
"4872","1","4","3"
"4873","2","3","18"
"4874","1","1","0"
"4875","1","2","334"
"4876","2","1","0"
"4877","3","4","0"
"4878","2","4","10276898"
"4879","3","1","20"
"4880","1","3","71"
"4881","3","4","0"
"4882","1","3","334"
"4883","3","2","7833"
"4884","1","1","20"
"4885","2","2","7"
"4886","3","4","965620"
"4887","3","4","54292"
"4888","1","3","51"
"4889","2","4","639"
"4890","3","1","9919"
"4891","1","2","0"
"4892","3","2","0"
"4893","1","2","3"
"4894","2","4","5"
"4895","3","1","5314"
"4896","2","1","0"
"4897","3","4","0"
"4898","3","1","99"
"4899","1","3","9069"
"4900","2","2","50"
"4901","3","4","44892190"
"4902","2","1","27"
"4903","1","4","0"
"4904","2","3","22"
"4905","1","4","0"
"4906","3","4","5"
"4907","1","4","0"
"4908","3","2","24"
"4909","2","1","13"
"4910","2","4","0"
"4911","1","1","0"
"4912","3","3","44892190"
"4913","3","1","0"
"4914","2","3","6"
"4915","1","1","0"
"4916","3","3","5283"
"4917","2","1","7"
"4918","3","1","0"
"4919","2","4","32"
"4920","3","3","0"
"4921","3","1","0"
"4922","2","2","819"
"4923","1","2","0"
"4924","2","4","874"
"4925","1","2","6126"
"4926","3","1","42381"
"4927","1","4","0"
"4928","3","3","0"
"4929","2","1","0"
"4930","1","1","2147483647"
"4931","1","3","0"
"4932","2","2","1"
"4933","3","4","0"
"4934","1","3","0"
"4935","2","3","0"
"4936","3","4","0"
"4937","2","2","0"
"4938","1","2","1683"
"4939","3","3","0"
"4940","2","2","832715"
"4941","2","3","2"
"4942","3","3","2224"
"4943","1","2","861836"
"4944","2","1","0"
"4945","3","3","66191901"
"4946","2","2","1594077594"
"4947","1","3","0"
"4948","2","2","0"
"4949","3","3","0"
"4950","3","2","471"
"4951","1","4","92791619"
"4952","2","2","8261781"
"4953","2","2","0"
"4954","1","2","0"
"4955","3","3","2"
"4956","2","4","7"
"4957","1","1","7"
"4958","1","3","48302275"
"4959","3","2","2147483647"
"4960","2","4","83299"
"4961","1","3","3"
"4962","3","3","0"
"4963","1","1","6226"
"4964","3","4","83733"
"4965","3","1","833"
"4966","3","3","6"
"4967","2","3","0"
"4968","1","2","0"
"4969","2","3","6"
"4970","1","1","0"
"4971","3","2","0"
"4972","2","3","4699"
"4973","1","3","7"
"4974","3","1","85"
"4975","1","4","0"
"4976","2","4","0"
"4977","3","3","7921"
"4978","2","1","0"
"4979","1","2","0"
"4980","2","1","2147483647"
"4981","1","2","0"
"4982","2","1","819"
"4983","3","4","8"
"4984","2","4","0"
"4985","3","2","0"
"4986","3","2","0"
"4987","2","2","7"
"4988","1","4","2"
"4989","2","4","736"
"4990","3","4","56240"
"4991","1","4","0"
"4992","3","4","0"
"4993","1","3","0"
"4994","2","4","0"
"4995","1","4","13"
"4996","2","3","0"
"4997","3","4","0"
"4998","3","2","66"
"4999","1","1","46"
"5000","2","2","5"
"5001","2","2","27"
"5002","1","4","29"
"5003","3","3","9"
"5004","1","2","4"
"5005","3","2","7915"
"5006","2","2","7"
"5007","1","2","0"
"5008","1","3","0"
"5009","2","3","0"
"5010","3","4","7"
"5011","2","3","0"
"5012","1","2","0"
"5013","1","3","8"
"5014","2","3","0"
"5015","3","1","0"
"5016","1","4","9"
"5017","1","1","0"
"5018","2","2","6005"
"5019","3","3","0"
"5020","2","1","0"
"5021","3","1","185"
"5022","1","4","0"
"5023","3","3","44"
"5024","1","3","0"
"5025","2","2","0"
"5026","1","3","790"
"5027","3","1","0"
"5028","1","1","57"
"5029","3","3","4699"
"5030","2","4","2147483647"
"5031","3","4","0"
"5032","3","1","27"
"5033","1","2","16"
"5034","3","4","678"
"5035","1","4","9"
"5036","2","1","66"
"5037","1","1","554"
"5038","3","2","0"
"5039","1","4","12"
"5040","2","4","12"
"5041","3","4","0"
"5042","2","4","4"
"5043","1","2","7"
"5044","3","2","9919"
"5045","1","4","971"
"5046","1","3","0"
"5047","2","3","90"
"5048","2","1","5"
"5049","1","2","4"
"5050","3","3","6"
"5051","2","2","29"
"5052","3","2","21"
"5053","2","4","5842"
"5054","1","2","0"
"5055","3","1","5912"
"5056","1","2","0"
"5057","2","4","8"
"5058","1","2","4380"
"5059","2","2","4"
"5060","2","3","5283"
"5061","3","3","2007"
"5062","1","3","35"
"5063","2","3","0"
"5064","1","1","549"
"5065","3","3","8"
"5066","2","2","0"
"5067","3","1","0"
"5068","1","3","0"
"5069","2","4","7"
"5070","3","4","1"
"5071","1","4","947242"
"5072","2","1","0"
"5073","3","4","0"
"5074","1","4","757"
"5075","2","1","6"
"5076","1","1","0"
"5077","1","4","66"
"5078","3","3","657263"
"5079","2","4","0"
"5080","1","3","5"
"5081","3","1","0"
"5082","1","2","0"
"5083","1","2","0"
"5084","3","2","9"
"5085","2","2","29"
"5086","2","1","234"
"5087","3","4","0"
"5088","1","2","0"
"5089","3","1","76"
"5090","3","1","0"
"5091","3","2","38949520"
"5092","2","1","0"
"5093","1","4","8"
"5094","2","2","8"
"5095","1","3","8"
"5096","3","4","0"
"5097","2","2","9"
"5098","1","3","46"
"5099","3","4","0"
"5100","2","2","73"
"5101","2","3","0"
"5102","3","3","1"
"5103","1","3","0"
"5104","2","2","41434099"
"5105","2","2","762"
"5106","3","1","7371"
"5107","2","1","55"
"5108","2","2","66"
"5109","3","4","0"
"5110","1","2","0"
"5111","2","3","0"
"5112","3","1","0"
"5113","2","1","2"
"5114","1","3","83"
"5115","2","4","2147483647"
"5116","3","1","74"
"5117","2","1","0"
"5118","1","2","0"
"5119","2","2","0"
"5120","2","1","59"
"5121","1","1","102"
"5122","3","4","1644"
"5123","1","2","9"
"5124","2","3","9683"
"5125","3","4","0"
"5126","3","3","25"
"5127","1","4","54"
"5128","2","2","4"
"5129","2","3","20"
"5130","3","2","7932"
"5131","2","3","0"
"5132","3","1","58"
"5133","3","2","0"
"5134","2","4","0"
"5135","1","2","9351"
"5136","3","1","0"
"5137","2","2","7718"
"5138","1","4","47"
"5139","2","3","0"
"5140","1","3","0"
"5141","3","3","642"
"5142","2","1","0"
"5143","1","1","9"
"5144","3","3","0"
"5145","2","3","564"
"5146","3","1","7"
"5147","1","1","2"
"5148","2","4","2147483647"
"5149","1","3","9"
"5150","3","3","4"
"5151","3","2","0"
"5152","2","3","0"
"5153","3","1","90"
"5154","1","1","3362"
"5155","1","2","14685164"
"5156","3","2","0"
"5157","3","2","75"
"5158","1","3","0"
"5159","2","4","0"
"5160","3","1","50"
"5161","3","3","0"
"5162","2","4","0"
"5163","1","1","2"
"5164","3","2","0"
"5165","2","4","0"
"5166","3","2","2147483647"
"5167","1","4","377"
"5168","2","2","2147483647"
"5169","3","2","50"
"5170","1","1","3"
"5171","3","4","0"
"5172","3","4","734"
"5173","1","1","9634"
"5174","2","1","0"
"5175","3","4","55"
"5176","2","2","30"
"5177","3","4","9"
"5178","1","2","0"
"5179","2","2","0"
"5180","3","1","4"
"5181","2","1","0"
"5182","1","4","87"
"5183","3","4","7"
"5184","1","3","4699"
"5185","2","3","2147483647"
"5186","3","2","3312"
"5187","2","1","0"
"5188","3","1","0"
"5189","1","2","58"
"5190","3","1","0"
"5191","2","2","0"
"5192","1","2","0"
"5193","1","4","1594077594"
"5194","3","1","0"
"5195","1","3","81287"
"5196","3","4","7"
"5197","3","1","0"
"5198","2","1","8"
"5199","3","4","54"
"5200","2","2","0"
"5201","1","1","66674125"
"5202","1","1","92791619"
"5203","3","1","0"
"5204","3","3","25"
"5205","2","1","89040207"
"5206","2","1","17613"
"5207","1","4","0"
"5208","2","3","2040"
"5209","3","1","5"
"5210","1","3","95"
"5211","1","2","99305"
"5212","2","2","0"
"5213","3","2","2147483647"
"5214","2","3","66"
"5215","3","4","1"
"5216","2","1","224"
"5217","3","4","3"
"5218","1","3","0"
"5219","3","1","85"
"5220","2","1","47"
"5221","3","4","0"
"5222","3","3","0"
"5223","3","1","7"
"5224","1","4","0"
"5225","3","3","0"
"5226","1","2","5"
"5227","1","1","13"
"5228","2","2","961"
"5229","3","1","0"
"5230","2","1","0"
"5231","1","2","0"
"5232","3","1","1"
"5233","1","3","0"
"5234","2","4","0"
"5235","1","1","0"
"5236","2","3","0"
"5237","1","3","6"
"5238","2","3","74104"
"5239","2","4","751225"
"5240","1","2","97535"
"5241","2","1","0"
"5242","3","3","0"
"5243","2","1","0"
"5244","1","1","0"
"5245","2","1","0"
"5246","3","4","0"
"5247","2","3","716"
"5248","1","2","994"
"5249","2","1","2893"
"5250","1","2","0"
"5251","1","1","9"
"5252","3","3","0"
"5253","2","4","0"
"5254","2","1","0"
"5255","2","1","2147483647"
"5256","1","1","0"
"5257","3","2","0"
"5258","2","2","0"
"5259","1","4","0"
"5260","2","3","0"
"5261","3","4","33"
"5262","3","1","9"
"5263","1","4","203234"
"5264","2","4","6"
"5265","2","3","0"
"5266","2","1","21"
"5267","1","2","0"
"5268","3","1","0"
"5269","2","2","5"
"5270","1","3","0"
"5271","2","1","3196"
"5272","1","1","0"
"5273","1","2","2147483647"
"5274","3","3","66"
"5275","2","4","0"
"5276","2","1","0"
"5277","3","3","2147483647"
"5278","3","2","7"
"5279","2","4","0"
"5280","3","4","57"
"5281","1","2","43"
"5282","1","1","4"
"5283","3","3","0"
"5284","2","3","2147483647"
"5285","3","3","0"
"5286","1","3","128"
"5287","2","2","87"
"5288","1","2","3"
"5289","3","2","3"
"5290","2","2","0"
"5291","1","1","9919"
"5292","2","2","0"
"5293","2","2","0"
"5294","1","1","0"
"5295","3","4","9"
"5296","2","4","0"
"5297","3","2","71"
"5298","3","2","5912"
"5299","1","3","5"
"5300","2","1","886"
"5301","2","4","0"
"5302","2","1","0"
"5303","1","3","0"
"5304","2","3","7"
"5305","3","1","5"
"5306","1","3","9"
"5307","1","1","85"
"5308","1","1","2147483647"
"5309","2","3","0"
"5310","1","2","0"
"5311","3","1","0"
"5312","3","1","0"
"5313","2","2","782130"
"5314","3","2","0"
"5315","3","4","5"
"5316","3","3","86"
"5317","1","4","0"
"5318","3","3","2147483647"
"5319","2","2","40"
"5320","1","3","26180"
"5321","2","1","8"
"5322","3","2","0"
"5323","2","1","5578"
"5324","1","2","510"
"5325","3","4","8"
"5326","1","1","8"
"5327","1","3","8"
"5328","2","1","2"
"5329","3","1","2"
"5330","2","3","2147483647"
"5331","1","4","0"
"5332","3","2","7000"
"5333","2","3","4804405"
"5334","3","4","2893"
"5335","2","3","64"
"5336","3","4","366"
"5337","2","4","14"
"5338","1","2","0"
"5339","3","3","0"
"5340","2","3","3"
"5341","1","3","6"
"5342","2","2","0"
"5343","3","1","0"
"5344","1","4","69"
"5345","2","4","7"
"5346","3","1","7"
"5347","2","2","6"
"5348","1","1","716"
"5349","3","4","0"
"5350","3","2","0"
"5351","2","2","25"
"5352","1","3","8"
"5353","3","2","0"
"5354","3","1","6226"
"5355","2","2","780"
"5356","2","2","0"
"5357","3","4","4"
"5358","1","1","0"
"5359","2","1","85390919"
"5360","3","2","0"
"5361","2","3","0"
"5362","3","3","2147483647"
"5363","1","3","0"
"5364","2","4","0"
"5365","3","3","0"
"5366","1","2","0"
"5367","3","2","6"
"5368","1","2","8"
"5369","2","4","705"
"5370","1","1","0"
"5371","2","1","73"
"5372","3","3","9"
"5373","3","1","10"
"5374","3","2","0"
"5375","1","3","95"
"5376","2","2","0"
"5377","3","3","7"
"5378","3","3","802"
"5379","1","2","65114"
"5380","2","1","52"
"5381","3","2","0"
"5382","2","4","0"
"5383","1","4","0"
"5384","2","2","21"
"5385","3","4","42"
"5386","1","1","0"
"5387","2","4","184"
"5388","3","1","3"
"5389","1","1","0"
"5390","3","2","1"
"5391","2","1","0"
"5392","3","3","1220000"
"5393","1","1","0"
"5394","3","1","6308"
"5395","2","4","2147483647"
"5396","3","1","2147483647"
"5397","2","3","0"
"5398","1","2","7"
"5399","1","4","3"
"5400","3","4","0"
"5401","2","2","21284"
"5402","1","4","0"
"5403","2","1","0"
"5404","3","3","2147483647"
"5405","1","1","0"
"5406","3","3","0"
"5407","2","2","2147483647"
"5408","1","1","9634"
"5409","1","1","7932"
"5410","3","2","703138867"
"5411","3","3","5"
"5412","2","2","0"
"5413","1","4","0"
"5414","1","4","0"
"5415","2","1","0"
"5416","3","1","642"
"5417","2","4","0"
"5418","3","2","7"
"5419","1","4","32"
"5420","1","1","0"
"5421","3","4","9"
"5422","1","4","5"
"5423","2","4","0"
"5424","3","4","57"
"5425","3","1","9"
"5426","1","1","0"
"5427","3","2","339800"
"5428","3","1","0"
"5429","2","3","26"
"5430","2","3","4"
"5431","1","4","0"
"5432","3","4","8"
"5433","1","3","3"
"5434","3","4","0"
"5435","2","1","0"
"5436","1","2","0"
"5437","1","3","74104"
"5438","3","4","0"
"5439","1","3","0"
"5440","1","1","0"
"5441","3","2","0"
"5442","2","1","0"
"5443","1","1","2147483647"
"5444","3","2","8"
"5445","2","3","0"
"5446","2","1","54"
"5447","3","3","184"
"5448","1","4","0"
"5449","3","4","0"
"5450","1","4","7921"
"5451","2","3","96"
"5452","3","2","7326"
"5453","1","2","45"
"5454","2","1","549"
"5455","3","1","0"
"5456","2","2","0"
"5457","3","4","4"
"5458","1","4","889"
"5459","1","2","913865"
"5460","2","4","43"
"5461","3","2","0"
"5462","2","1","7"
"5463","1","4","0"
"5464","3","1","0"
"5465","2","1","0"
"5466","3","1","1534"
"5467","1","4","3"
"5468","1","2","9"
"5469","3","1","2147483647"
"5470","2","3","2147483647"
"5471","1","1","614"
"5472","1","2","0"
"5473","1","2","1"
"5474","3","3","0"
"5475","1","1","678"
"5476","3","1","0"
"5477","2","4","4"
"5478","2","3","0"
"5479","3","1","51"
"5480","1","1","59"
"5481","3","2","50"
"5482","2","1","87"
"5483","1","1","0"
"5484","3","3","2147483647"
"5485","2","2","0"
"5486","3","4","0"
"5487","2","1","198897"
"5488","1","2","0"
"5489","2","3","0"
"5490","1","1","1"
"5491","3","3","0"
"5492","1","1","0"
"5493","3","2","0"
"5494","3","3","1"
"5495","3","1","1594077594"
"5496","1","1","491"
"5497","2","1","2147483647"
"5498","1","2","2"
"5499","2","2","0"
"5500","3","4","25"
"5501","3","2","99"
"5502","2","2","17"
"5503","2","4","0"
"5504","3","2","0"
"5505","3","4","1357"
"5506","1","1","9"
"5507","2","2","0"
"5508","1","1","0"
"5509","1","4","594"
"5510","3","2","4"
"5511","2","2","4"
"5512","1","4","5"
"5513","3","3","0"
"5514","2","2","26"
"5515","2","3","85"
"5516","1","2","2147483647"
"5517","3","1","0"
"5518","3","3","0"
"5519","2","1","20"
"5520","1","4","2147483647"
"5521","1","3","2147483647"
"5522","2","4","0"
"5523","3","1","1"
"5524","2","3","0"
"5525","1","1","0"
"5526","3","1","0"
"5527","1","1","3940"
"5528","3","1","7"
"5529","2","4","549"
"5530","1","1","0"
"5531","2","1","0"
"5532","3","3","171"
"5533","3","4","13"
"5534","1","4","52"
"5535","3","3","13"
"5536","1","1","0"
"5537","2","3","10"
"5538","1","4","81"
"5539","3","3","688395"
"5540","3","3","205413"
"5541","1","1","9"
"5542","2","1","5"
"5543","1","1","507"
"5544","2","2","0"
"5545","3","3","0"
"5546","2","1","0"
"5547","2","2","25"
"5548","1","4","0"
"5549","1","2","74"
"5550","2","3","0"
"5551","3","2","0"
"5552","3","1","0"
"5553","3","4","81"
"5554","1","4","57"
"5555","2","3","38"
"5556","1","3","0"
"5557","1","1","0"
"5558","3","3","0"
"5559","2","3","4"
"5560","3","2","0"
"5561","2","3","57"
"5562","1","4","58"
"5563","3","2","0"
"5564","1","2","7"
"5565","3","2","2147483647"
"5566","2","4","0"
"5567","1","4","0"
"5568","2","3","26598762"
"5569","3","4","0"
"5570","2","4","7841"
"5571","1","1","2"
"5572","2","2","9"
"5573","1","2","0"
"5574","3","1","0"
"5575","2","2","6198"
"5576","1","3","0"
"5577","3","2","0"
"5578","1","4","6"
"5579","3","1","0"
"5580","3","2","9"
"5581","3","3","87"
"5582","2","3","0"
"5583","2","4","904099930"
"5584","1","4","80"
"5585","3","4","66"
"5586","1","1","0"
"5587","1","4","6"
"5588","2","3","1"
"5589","3","4","7932"
"5590","3","3","0"
"5591","2","2","781"
"5592","2","3","90"
"5593","1","1","43543"
"5594","1","2","36985"
"5595","3","2","0"
"5596","3","3","7"
"5597","1","2","0"
"5598","2","2","0"
"5599","1","3","2"
"5600","2","4","0"
"5601","2","2","913865"
"5602","1","3","334"
"5603","3","2","2147483647"
"5604","1","4","0"
"5605","1","3","377"
"5606","2","1","0"
"5607","3","1","0"
"5608","2","1","25"
"5609","3","1","6479"
"5610","1","2","9"
"5611","2","2","7"
"5612","2","2","603"
"5613","3","2","5466"
"5614","2","1","0"
"5615","2","2","7"
"5616","3","1","2147483647"
"5617","1","4","69"
"5618","1","1","160"
"5619","3","4","75000000"
"5620","2","3","736"
"5621","3","4","5314"
"5622","1","3","0"
"5623","3","3","6"
"5624","3","2","7"
"5625","2","2","325"
"5626","2","1","0"
"5627","1","3","2147483647"
"5628","2","3","0"
"5629","1","4","55"
"5630","3","2","2147483647"
"5631","1","1","0"
"5632","3","1","0"
"5633","2","4","13"
"5634","1","4","18"
"5635","3","3","8"
"5636","2","1","0"
"5637","1","4","0"
"5638","3","2","17"
"5639","2","2","700000000"
"5640","1","2","43543"
"5641","2","1","16"
"5642","3","1","66"
"5643","3","1","9448"
"5644","3","2","0"
"5645","1","1","1110899"
"5646","2","4","947242"
"5647","3","1","0"
"5648","3","2","271"
"5649","3","3","0"
"5650","2","3","2"
"5651","3","4","3"
"5652","1","2","420"
"5653","2","2","12"
"5654","1","1","8"
"5655","3","3","2"
"5656","1","1","3"
"5657","1","2","1644"
"5658","2","2","0"
"5659","3","3","719"
"5660","2","2","965620"
"5661","3","1","0"
"5662","1","3","0"
"5663","1","4","10"
"5664","3","1","0"
"5665","2","1","7"
"5666","1","3","27"
"5667","2","1","26"
"5668","3","4","994"
"5669","2","1","0"
"5670","1","4","4"
"5671","3","4","639"
"5672","2","3","2"
"5673","2","1","0"
"5674","1","1","2"
"5675","3","4","0"
"5676","3","4","0"
"5677","1","2","7"
"5678","2","1","0"
"5679","2","2","0"
"5680","1","3","9068663"
"5681","3","2","9"
"5682","2","1","2147483647"
"5683","3","2","7"
"5684","1","1","482"
"5685","2","3","2147483647"
"5686","3","3","5"
"5687","3","2","1"
"5688","1","4","0"
"5689","1","2","0"
"5690","3","3","6126"
"5691","2","1","315"
"5692","2","2","8"
"5693","3","3","0"
"5694","1","3","2593975"
"5695","1","2","6"
"5696","2","2","0"
"5697","3","2","2147483647"
"5698","2","1","276"
"5699","1","1","57"
"5700","1","3","2147483647"
"5701","3","3","0"
"5702","1","1","0"
"5703","2","1","16420"
"5704","3","1","1"
"5705","2","3","0"
"5706","3","3","8"
"5707","3","1","22"
"5708","2","2","2"
"5709","1","1","0"
"5710","2","2","0"
"5711","3","4","0"
"5712","2","4","703138867"
"5713","1","2","889"
"5714","2","1","6"
"5715","1","3","0"
"5716","3","1","3"
"5717","2","4","44892190"
"5718","3","1","0"
"5719","1","4","2"
"5720","2","1","0"
"5721","1","1","13"
"5722","3","1","0"
"5723","2","1","0"
"5724","1","3","0"
"5725","2","4","3"
"5726","1","1","0"
"5727","2","2","305160"
"5728","3","2","0"
"5729","1","3","0"
"5730","2","1","46"
"5731","3","1","2593975"
"5732","2","1","8"
"5733","2","1","50"
"5734","3","2","0"
"5735","1","1","2147483647"
"5736","2","1","0"
"5737","1","1","5"
"5738","3","4","3312"
"5739","3","1","0"
"5740","1","1","1683"
"5741","3","4","234"
"5742","2","2","2147483647"
"5743","1","2","0"
"5744","3","4","0"
"5745","2","1","442073"
"5746","3","4","1"
"5747","2","2","0"
"5748","1","4","4"
"5749","1","2","0"
"5750","1","4","2"
"5751","3","2","34"
"5752","2","3","0"
"5753","1","4","9"
"5754","3","1","0"
"5755","3","4","14933"
"5756","3","3","0"
"5757","3","3","6"
"5758","2","2","7"
"5759","2","1","2147483647"
"5760","1","1","8146"
"5761","3","2","4"
"5762","1","3","449359"
"5763","2","3","0"
"5764","1","1","1"
"5765","3","3","0"
"5766","2","2","0"
"5767","1","3","10276898"
"5768","1","3","7921"
"5769","2","2","87366"
"5770","3","4","4"
"5771","1","4","31"
"5772","3","4","4"
"5773","1","4","19"
"5774","2","2","0"
"5775","1","2","0"
"5776","2","2","0"
"5777","3","3","52014"
"5778","2","3","913865"
"5779","1","2","8"
"5780","2","3","43"
"5781","3","3","491"
"5782","2","1","0"
"5783","1","2","0"
"5784","3","2","57"
"5785","2","3","0"
"5786","1","2","0"
"5787","2","4","0"
"5788","1","3","0"
"5789","2","3","0"
"5790","3","2","495672110"
"5791","1","1","0"
"5792","3","4","1255"
"5793","2","3","0"
"5794","1","3","0"
"5795","2","1","0"
"5796","1","3","790"
"5797","1","2","29"
"5798","1","1","0"
"5799","3","1","0"
"5800","1","2","0"
"5801","3","1","994"
"5802","3","1","0"
"5803","2","3","6936"
"5804","1","2","383297509"
"5805","3","4","6"
"5806","3","3","0"
"5807","2","2","0"
"5808","3","1","56"
"5809","2","4","0"
"5810","1","4","90"
"5811","2","3","26"
"5812","1","4","0"
"5813","2","1","2147483647"
"5814","3","2","56844"
"5815","1","4","6"
"5816","3","2","0"
"5817","1","2","0"
"5818","2","4","0"
"5819","2","1","0"
"5820","1","1","37"
"5821","3","3","0"
"5822","2","2","8"
"5823","1","4","0"
"5824","2","3","0"
"5825","1","2","0"
"5826","3","2","2147483647"
"5827","3","2","0"
"5828","3","3","85"
"5829","2","4","0"
"5830","1","4","0"
"5831","3","1","8"
"5832","3","1","0"
"5833","2","4","2"
"5834","1","3","80000"
"5835","2","1","0"
"5836","3","4","0"
"5837","3","4","0"
"5838","3","2","7"
"5839","1","4","9684691"
"5840","2","3","76"
"5841","3","3","7"
"5842","2","3","2147483647"
"5843","1","1","57848"
"5844","3","3","8906"
"5845","2","2","0"
"5846","2","4","316340"
"5847","3","2","0"
"5848","1","1","50"
"5849","2","3","0"
"5850","1","1","75"
"5851","3","3","62771"
"5852","1","3","6"
"5853","2","4","2147483647"
"5854","3","1","9448"
"5855","1","1","99553"
"5856","2","2","13"
"5857","3","1","0"
"5858","2","3","50"
"5859","3","3","990"
"5860","1","4","0"
"5861","3","1","0"
"5862","1","2","38063"
"5863","2","2","62771"
"5864","2","4","0"
"5865","1","2","212"
"5866","2","4","0"
"5867","1","1","0"
"5868","2","1","45"
"5869","1","1","9482"
"5870","2","3","42"
"5871","3","3","9068663"
"5872","3","4","0"
"5873","2","1","2147483647"
"5874","1","2","0"
"5875","3","2","0"
"5876","1","2","0"
"5877","2","2","0"
"5878","1","1","0"
"5879","3","4","2147483647"
"5880","2","1","0"
"5881","3","3","12"
"5882","2","1","2147483647"
